Site_Number,Sampling_Area,Notes,Cover_Type,Cover_Class_Name,Cover_Percent
1265,CRBU: Schofield Park,"initially summed to 90%, swapped NPV and dirt estimates, boosted both by 5% after reviewing photo.",Other Cover Types,Non-Photosynthetic Vegetation,5
1266,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,70
1266,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Forb ,5
1266,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Dirt ,20
1266,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Rock,5
1267,CRBU: Schofield Park,Voucher ID: 9008,Live Vegetation - Named Species,Poaceae-Deschampsia cespitosa,10
1267,CRBU: Schofield Park,Voucher ID: 9023,Live Vegetation - Named Species,Poaceae-Achnatherum lettermanii,10
1267,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Forb ,10
1267,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Graminoid ,5
1267,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Rock,40
1267,CRBU: Schofield Park,NA,Other Cover Types,Non-Photosynthetic Vegetation,25
1268,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Asteraceae-Heterotheca villosa,10
1268,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,10
1268,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Forb ,5
1268,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Graminoid ,5
1268,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Dirt ,60
1268,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Rock,5
1268,CRBU: Schofield Park,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1269,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,35
1269,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Asteraceae-Heterotheca villosa,10
1269,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Forb ,10
1269,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Dirt ,30
1269,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Rock,5
1269,CRBU: Schofield Park,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1270,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Asteraceae-Hymenoxys hoopesii,30
1270,CRBU: Schofield Park,Voucher ID: 9007,Live Vegetation - Named Species,Poaceae-Bromopsis ciliata,15
1270,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Forb ,10
1270,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Graminoid ,5
1270,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Dirt ,5
1270,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Rock,10
1270,CRBU: Schofield Park,NA,Other Cover Types,Non-Photosynthetic Vegetation,25
1271,CRBU: Schofield Park,Voucher ID: 9007,Live Vegetation - Named Species,Poaceae-Bromopsis ciliata,10
1271,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Asteraceae-Senecio crassulus,15
1271,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Forb ,10
1271,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Graminoid ,5
1271,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Dirt ,30
1271,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Rock,5
1271,CRBU: Schofield Park,NA,Other Cover Types,Non-Photosynthetic Vegetation,25
1272,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,70
1272,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Forb ,10
1272,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Graminoid ,5
1272,CRBU: Schofield Park,NA,Other Cover Types,Non-Photosynthetic Vegetation,15
1273,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,45
1273,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Asteraceae-Heterotheca villosa,30
1273,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Dirt ,5
1273,CRBU: Schofield Park,NA,Other Cover Types,Non-Photosynthetic Vegetation,20
1274,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Fabaceae-Lupinus argenteus,15
1274,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,35
1274,CRBU: Schofield Park,Voucher ID: 9008,Live Vegetation - Named Species,Poaceae-Deschampsia cespitosa,10
1274,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Forb ,20
1274,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Graminoid ,5
1274,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Dirt ,10
1274,CRBU: Schofield Park,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1275,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Fabaceae-Lupinus argenteus,70
1275,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,10
1275,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Dirt ,10
1275,CRBU: Schofield Park,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1276,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Asteraceae-Erigeron glacialis,15
1276,CRBU: Schofield Park,Voucher ID: 9041,Live Vegetation - Named Species,Poaceae-Calamagrostis canadensis,20
1276,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Forb ,10
1276,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Graminoid ,15
1276,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Moss/Lichen,15
1276,CRBU: Schofield Park,NA,Other Cover Types,Non-Photosynthetic Vegetation,25
1277,CRBU: Schofield Park,Voucher ID: 9008,Live Vegetation - Named Species,Poaceae-Deschampsia cespitosa,70
1277,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Forb ,10
1277,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Graminoid ,10
1277,CRBU: Schofield Park,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1278,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,15
1278,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Asteraceae-Erigeron glacialis,55
1278,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Forb ,10
1278,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Graminoid ,5
1278,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Dirt ,5
1278,CRBU: Schofield Park,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1279,CRBU: Schofield Park,Plot photo is after 10% clip,Live Vegetation - Named Species,Asteraceae-Senecio crassulus,20
1279,CRBU: Schofield Park,Plot photo is after 10% clip,Live Vegetation - Other Species,Other Forb ,5
1279,CRBU: Schofield Park,Plot photo is after 10% clip,Live Vegetation - Other Species,Other Graminoid ,10
1279,CRBU: Schofield Park,Plot photo is after 10% clip,Other Cover Types,Nonvegetated Dirt ,20
1279,CRBU: Schofield Park,Plot photo is after 10% clip,Other Cover Types,Nonvegetated Rock,35
1279,CRBU: Schofield Park,Plot photo is after 10% clip,Other Cover Types,Non-Photosynthetic Vegetation,10
1280,CRBU: Schofield Park,Voucher ID: 9025,Live Vegetation - Named Species,Poaceae-Bromopsis sp.,95
1280,CRBU: Schofield Park,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1281,CRBU: Schofield Park,Voucher ID: 9025,Live Vegetation - Named Species,Poaceae-Bromopsis sp.,70
1281,CRBU: Schofield Park,"cover for unknown 9025 initially missing, filled 70% from difference between veg cover and species/FT cover.",Live Vegetation - Other Species,Other Forb ,5
1281,CRBU: Schofield Park,"cover for unknown 9025 initially missing, filled 70% from difference between veg cover and species/FT cover.",Live Vegetation - Other Species,Other Graminoid ,5
1281,CRBU: Schofield Park,"cover for unknown 9025 initially missing, filled 70% from difference between veg cover and species/FT cover.",Other Cover Types,Non-Photosynthetic Vegetation,20
1282,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,45
1282,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Asteraceae-Arnica parryi,10
1282,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Graminoid ,5
1282,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Moss/Lichen,10
1282,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Rock,5
1282,CRBU: Schofield Park,NA,Other Cover Types,Non-Photosynthetic Vegetation,25
1283,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Polygonaceae-Bistorta bistortoides,15
1283,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Ranunculaceae-Aconitum columbianum,25
1283,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Asteraceae-Erigeron glacialis,10
1283,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Forb ,25
1283,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Graminoid ,5
1283,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Rock,5
1283,CRBU: Schofield Park,NA,Other Cover Types,Non-Photosynthetic Vegetation,15
1284,CRBU: Schofield Park,NA,Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,75
1284,CRBU: Schofield Park,NA,Live Vegetation - Other Species,Other Forb ,10
1284,CRBU: Schofield Park,NA,Other Cover Types,Nonvegetated Dirt ,10
1284,CRBU: Schofield Park,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1285,UPTA: Trail Creek,NA,Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,10
1285,UPTA: Trail Creek,NA,Live Vegetation - Named Species,Asteraceae-Solidago simplex,15
1285,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1285,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1285,UPTA: Trail Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,65
1286,UPTA: Trail Creek,"Spcies/FT cover summed to less than PV cover, boosted other gram by 5% after reviewing photo",Live Vegetation - Named Species,Rosaceae-Potentilla hippiana,25
1286,UPTA: Trail Creek,"Spcies/FT cover summed to less than PV cover, boosted other gram by 5% after reviewing photo",Live Vegetation - Named Species,Polygonaceae-Eriogonum umbellatum,10
1286,UPTA: Trail Creek,"Spcies/FT cover summed to less than PV cover, boosted other gram by 5% after reviewing photo",Live Vegetation - Other Species,Other Forb ,5
1286,UPTA: Trail Creek,"Spcies/FT cover summed to less than PV cover, boosted other gram by 5% after reviewing photo",Live Vegetation - Other Species,Other Deciduous Shrub ,5
1286,UPTA: Trail Creek,"Spcies/FT cover summed to less than PV cover, boosted other gram by 5% after reviewing photo",Live Vegetation - Other Species,Other Graminoid ,10
1286,UPTA: Trail Creek,"Spcies/FT cover summed to less than PV cover, boosted other gram by 5% after reviewing photo",Other Cover Types,Nonvegetated Dirt ,5
1286,UPTA: Trail Creek,"Spcies/FT cover summed to less than PV cover, boosted other gram by 5% after reviewing photo",Other Cover Types,Non-Photosynthetic Vegetation,40
1287,UPTA: Trail Creek,NA,Live Vegetation - Named Species,Poaceae-Festuca thurberi,30
1287,UPTA: Trail Creek,NA,Live Vegetation - Named Species,Asteraceae-Artemisia tridentata,10
1287,UPTA: Trail Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,60
1288,UPTA: Trail Creek,NA,Live Vegetation - Named Species,Asteraceae-Artemisia tridentata,20
1288,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Deciduous Shrub ,5
1288,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1288,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Moss/Lichen,5
1288,UPTA: Trail Creek,NA,Other Cover Types,Nonvegetated Rock,5
1288,UPTA: Trail Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,60
1289,UPTA: Trail Creek,"initially summed to 120% cover, reduced NPV and rock after reviewing photo.",Live Vegetation - Named Species,Polygonaceae-Eriogonum umbellatum,30
1289,UPTA: Trail Creek,"initially summed to 120% cover, reduced NPV and rock after reviewing photo.",Live Vegetation - Named Species,Rosaceae-Dasiphora fruticosa,10
1289,UPTA: Trail Creek,"initially summed to 120% cover, reduced NPV and rock after reviewing photo.",Live Vegetation - Other Species,Other Forb ,15
1289,UPTA: Trail Creek,"initially summed to 120% cover, reduced NPV and rock after reviewing photo.",Live Vegetation - Other Species,Other Graminoid ,10
1289,UPTA: Trail Creek,"initially summed to 120% cover, reduced NPV and rock after reviewing photo.",Other Cover Types,Nonvegetated Rock,15
1289,UPTA: Trail Creek,"initially summed to 120% cover, reduced NPV and rock after reviewing photo.",Other Cover Types,Non-Photosynthetic Vegetation,20
1290,UPTA: Trail Creek,NA,Live Vegetation - Named Species,Rosaceae-Potentilla hippiana,15
1290,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Deciduous Shrub ,5
1290,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1290,UPTA: Trail Creek,NA,Other Cover Types,Nonvegetated Dirt ,5
1290,UPTA: Trail Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,70
1291,UPTA: Trail Creek,NA,Live Vegetation - Named Species,Ericaceae-Vaccinium cespitosum,15
1291,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Forb ,10
1291,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1291,UPTA: Trail Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,70
1292,UPTA: Trail Creek,NA,Live Vegetation - Named Species,Rosaceae-Fragaria virginiana,30
1292,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Forb ,15
1292,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Graminoid ,10
1292,UPTA: Trail Creek,NA,Other Cover Types,Nonvegetated Dirt ,30
1292,UPTA: Trail Creek,NA,Other Cover Types,Nonvegetated Rock,5
1292,UPTA: Trail Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1293,UPTA: Trail Creek,Replaced text unknown with correct taxon label.,Live Vegetation - Named Species,Asteraceae-Artemisia cana,25
1293,UPTA: Trail Creek,Replaced text unknown with correct taxon label.,Live Vegetation - Other Species,Other Forb ,10
1293,UPTA: Trail Creek,Replaced text unknown with correct taxon label.,Live Vegetation - Other Species,Other Deciduous Shrub ,5
1293,UPTA: Trail Creek,Replaced text unknown with correct taxon label.,Live Vegetation - Other Species,Other Graminoid ,10
1293,UPTA: Trail Creek,Replaced text unknown with correct taxon label.,Other Cover Types,Nonvegetated Dirt ,15
1293,UPTA: Trail Creek,Replaced text unknown with correct taxon label.,Other Cover Types,Non-Photosynthetic Vegetation,35
1294,UPTA: Trail Creek,Voucher ID: 9053,Live Vegetation - Named Species,Cyperaceae-Carex sp.,55
1294,UPTA: Trail Creek,NA,Live Vegetation - Named Species,Rosaceae-Geum macrophyllum,10
1294,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1294,UPTA: Trail Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,30
1295,UPTA: Trail Creek,Voucher ID: 9053,Live Vegetation - Named Species,Cyperaceae-Carex sp.,60
1295,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1295,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1295,UPTA: Trail Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,30
1296,UPTA: Trail Creek,"species/ft initially summed less than PV, boosted known species by 10% each and other gram by 5% after reviewing photo.",Live Vegetation - Named Species,Poaceae-Deschampsia cespitosa,25
1296,UPTA: Trail Creek,Voucher ID: 9053,Live Vegetation - Named Species,Cyperaceae-Carex sp.,40
1296,UPTA: Trail Creek,"species/ft initially summed less than PV, boosted known species by 10% each and other gram by 5% after reviewing photo.",Live Vegetation - Other Species,Other Graminoid ,10
1296,UPTA: Trail Creek,"species/ft initially summed less than PV, boosted known species by 10% each and other gram by 5% after reviewing photo.",Other Cover Types,Non-Photosynthetic Vegetation,25
1297,UPTA: Trail Creek,Voucher ID: 9053,Live Vegetation - Named Species,Cyperaceae-Carex sp.,35
1297,UPTA: Trail Creek,NA,Live Vegetation - Named Species,Ranunculaceae-Caltha leptosepala,10
1297,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1297,UPTA: Trail Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,50
1298,UPTA: Trail Creek,NA,Live Vegetation - Named Species,Ranunculaceae-Caltha leptosepala,15
1298,UPTA: Trail Creek,Voucher ID: 9053,Live Vegetation - Named Species,Cyperaceae-Carex sp.,35
1298,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1298,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Succulent ,5
1298,UPTA: Trail Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,40
1299,UPTA: Trail Creek,Voucher ID: 9053,Live Vegetation - Named Species,Cyperaceae-Carex sp.,50
1299,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Forb ,10
1299,UPTA: Trail Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,40
1300,UPTA: Trail Creek,NA,Live Vegetation - Named Species,Ranunculaceae-Caltha leptosepala,15
1300,UPTA: Trail Creek,Voucher ID: 9053,Live Vegetation - Named Species,Cyperaceae-Carex sp.,40
1300,UPTA: Trail Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,45
1301,UPTA: Trail Creek,NA,Live Vegetation - Named Species,Asteraceae-Achillea millefolium,15
1301,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Forb ,30
1301,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1301,UPTA: Trail Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,50
1302,UPTA: Trail Creek,NA,Live Vegetation - Named Species,Asteraceae-Antennaria parvifolia,45
1302,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Forb ,10
1302,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Graminoid ,10
1302,UPTA: Trail Creek,NA,Other Cover Types,Nonvegetated Dirt ,5
1302,UPTA: Trail Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,30
1303,UPTA: Trail Creek,Voucher ID: 9043,Live Vegetation - Named Species,Salicaceae-Salix wolfii,15
1303,UPTA: Trail Creek,Voucher ID: 9042,Live Vegetation - Named Species,Juncaceae-Juncus arcticus,10
1303,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Forb ,10
1303,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1303,UPTA: Trail Creek,NA,Other Cover Types,Nonvegetated Dirt ,5
1303,UPTA: Trail Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,55
1304,UPTA: Trail Creek,NA,Live Vegetation - Named Species,Asteraceae-Artemisia campestris,15
1304,UPTA: Trail Creek,NA,Live Vegetation - Named Species,Linaceae-Linum lewisii,10
1304,UPTA: Trail Creek,NA,Live Vegetation - Named Species,Rosaceae-Potentilla pulcherrima,10
1304,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Forb ,15
1304,UPTA: Trail Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1304,UPTA: Trail Creek,NA,Other Cover Types,Nonvegetated Dirt ,5
1304,UPTA: Trail Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,40
1305,UPTA: Taylor River Road Lower,Voucher ID: 9052,Live Vegetation - Named Species,Poaceae-Elymus glaucus,10
1305,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Asteraceae-Artemisia tridentata,20
1305,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Rosaceae-Potentilla hippiana,15
1305,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Rosaceae-Geum triflorum,10
1305,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Forb ,10
1305,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Graminoid ,5
1305,UPTA: Taylor River Road Lower,NA,Other Cover Types,Nonvegetated Dirt ,5
1305,UPTA: Taylor River Road Lower,NA,Other Cover Types,Nonvegetated Rock,5
1305,UPTA: Taylor River Road Lower,NA,Other Cover Types,Non-Photosynthetic Vegetation,20
1306,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Rosaceae-Potentilla hippiana,50
1306,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Asteraceae-Artemisia tridentata,10
1306,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Forb ,5
1306,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Graminoid ,5
1306,UPTA: Taylor River Road Lower,NA,Other Cover Types,Nonvegetated Dirt ,15
1306,UPTA: Taylor River Road Lower,NA,Other Cover Types,Non-Photosynthetic Vegetation,15
1307,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Rosaceae-Potentilla pulcherrima,10
1307,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Rosaceae-Potentilla hippiana,15
1307,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Forb ,5
1307,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Deciduous Shrub ,20
1307,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Graminoid ,5
1307,UPTA: Taylor River Road Lower,NA,Other Cover Types,Non-Photosynthetic Vegetation,45
1308,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Rosaceae-Potentilla hippiana,25
1308,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Forb ,5
1308,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Graminoid ,5
1308,UPTA: Taylor River Road Lower,NA,Other Cover Types,Nonvegetated Dirt ,25
1308,UPTA: Taylor River Road Lower,NA,Other Cover Types,Non-Photosynthetic Vegetation,40
1309,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Asteraceae-Achillea millefolium,20
1309,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Asteraceae-Artemisia tridentata,15
1309,UPTA: Taylor River Road Lower,Voucher ID: 9052,Live Vegetation - Named Species,Poaceae-Elymus glaucus,25
1309,UPTA: Taylor River Road Lower,Voucher ID: 9060,Live Vegetation - Named Species,Poaceae-Poa pratensis,30
1309,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Forb ,5
1309,UPTA: Taylor River Road Lower,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1310,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Fabaceae-Oxytropis deflexa,30
1310,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Forb ,10
1310,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Deciduous Shrub ,5
1310,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Graminoid ,5
1310,UPTA: Taylor River Road Lower,NA,Other Cover Types,Nonvegetated Dirt ,5
1310,UPTA: Taylor River Road Lower,NA,Other Cover Types,Non-Photosynthetic Vegetation,45
1311,UPTA: Taylor River Road Lower,Voucher ID: 9039,Live Vegetation - Named Species,Fabaceae-Oxytropis deflexa,40
1311,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Rosaceae-Geum triflorum,30
1311,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Asteraceae-Solidago simplex,10
1311,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Forb ,10
1311,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Deciduous Shrub ,5
1311,UPTA: Taylor River Road Lower,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1312,UPTA: Taylor River Road Lower,"Species/FT cover initially summed to greater than PV cover, reduced all named species by 5% after reviewing plot photos.",Live Vegetation - Named Species,Rosaceae-Potentilla pulcherrima,10
1312,UPTA: Taylor River Road Lower,"Species/FT cover initially summed to greater than PV cover, reduced all named species by 5% after reviewing plot photos.",Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,20
1312,UPTA: Taylor River Road Lower,Voucher ID: 9045,Live Vegetation - Named Species,Asteraceae-Erigeron formosissimus,20
1312,UPTA: Taylor River Road Lower,Voucher ID: 9038,Live Vegetation - Named Species,Juncaceae-Juncus arcticus,25
1312,UPTA: Taylor River Road Lower,Voucher ID: 9052,Live Vegetation - Named Species,Poaceae-Elymus glaucus,10
1312,UPTA: Taylor River Road Lower,"Species/FT cover initially summed to greater than PV cover, reduced all named species by 5% after reviewing plot photos.",Live Vegetation - Other Species,Other Forb ,5
1312,UPTA: Taylor River Road Lower,"Species/FT cover initially summed to greater than PV cover, reduced all named species by 5% after reviewing plot photos.",Other Cover Types,Non-Photosynthetic Vegetation,10
1313,UPTA: Taylor River Road Lower,"Species/FT cover summed to more than PV cover, reduced other forb and other gram by 5% after reviewing plot photos.",Live Vegetation - Named Species,Rosaceae-Potentilla pulcherrima,10
1313,UPTA: Taylor River Road Lower,"Species/FT cover summed to more than PV cover, reduced other forb and other gram by 5% after reviewing plot photos.",Live Vegetation - Named Species,Asteraceae-Achillea millefolium,10
1313,UPTA: Taylor River Road Lower,Voucher ID: 9039,Live Vegetation - Named Species,Fabaceae-Oxytropis deflexa,65
1313,UPTA: Taylor River Road Lower,"Species/FT cover summed to more than PV cover, reduced other forb and other gram by 5% after reviewing plot photos.",Live Vegetation - Other Species,Other Forb ,5
1313,UPTA: Taylor River Road Lower,"Species/FT cover summed to more than PV cover, reduced other forb and other gram by 5% after reviewing plot photos.",Live Vegetation - Other Species,Other Graminoid ,10
1314,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Rosaceae-Geum triflorum,25
1314,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Rosaceae-Potentilla pulcherrima,10
1314,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Forb ,25
1314,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Graminoid ,25
1314,UPTA: Taylor River Road Lower,NA,Other Cover Types,Non-Photosynthetic Vegetation,15
1315,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Apiaceae-Cymopterus lemmonii,15
1315,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Rosaceae-Geum triflorum,40
1315,UPTA: Taylor River Road Lower,Voucher ID: 9038,Live Vegetation - Named Species,Juncaceae-Juncus arcticus,10
1315,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Forb ,5
1315,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Deciduous Shrub ,5
1315,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Graminoid ,15
1315,UPTA: Taylor River Road Lower,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1316,UPTA: Taylor River Road Lower,Voucher ID: 9039,Live Vegetation - Named Species,Fabaceae-Oxytropis deflexa,15
1316,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Rosaceae-Potentilla pulcherrima,50
1316,UPTA: Taylor River Road Lower,NA,Live Vegetation - Named Species,Rosaceae-Fragaria virginiana,15
1316,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Forb ,10
1316,UPTA: Taylor River Road Lower,NA,Live Vegetation - Other Species,Other Deciduous Shrub ,5
1316,UPTA: Taylor River Road Lower,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
