Location_Type,Sampling_Area,Site_Number,Collection_Date,Collection_Time,Vegetation_Height,Vegetation_Species,Photo_Shrub,Photo_Landscape_North,Photo_Landscape_East,Photo_Landscape_South,Photo_Landscape_West,Shrub_Notes
shrub,ALMO: Spring Creek (SC),1435,2025-06-16,11:36:00,105,Cupressaceae-Juniperus communis,./Shrub_FieldPhotographs.zip/1435_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1435_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1435_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1435_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1435_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Spring Creek (SC),1434,2025-06-16,11:27:00,83,Asteraceae-Artemisia tridentata,./Shrub_FieldPhotographs.zip/1434_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1434_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1434_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1434_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1434_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Spring Creek (SC),1433,2025-06-16,11:18:00,60,Rosaceae-Purshia tridentata,./Shrub_FieldPhotographs.zip/1433_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1433_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1433_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1433_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1433_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Spring Creek (SC),1432,2025-06-16,11:13:00,80,Asteraceae-Artemisia tridentata,./Shrub_FieldPhotographs.zip/1432_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1432_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1432_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1432_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1432_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Spring Creek (SC),1431,2025-06-16,11:03:00,71,Rosaceae-Purshia tridentata,./Shrub_FieldPhotographs.zip/1431_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1431_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1431_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1431_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1431_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Spring Creek (SC),1430,2025-06-16,10:54:00,75,Asteraceae-Artemisia tridentata,./Shrub_FieldPhotographs.zip/1430_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1430_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1430_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1430_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1430_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Spring Creek (SC),1429,2025-06-16,10:48:00,107,Cupressaceae-Juniperus communis,./Shrub_FieldPhotographs.zip/1429_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1429_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1429_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1429_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1429_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Spring Creek (SC),1428,2025-06-16,10:37:00,66,Asteraceae-Artemisia tridentata,./Shrub_FieldPhotographs.zip/1428_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1428_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1428_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1428_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1428_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Spring Creek (SC),1427,2025-06-16,10:32:00,163,Rosaceae-Holodiscus discolor,./Shrub_FieldPhotographs.zip/1427_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1427_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1427_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1427_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1427_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Almont Triangle North (AN),1426,2025-06-15,12:34:00,340,Rosaceae-Amelanchier alnifolia,./Shrub_FieldPhotographs.zip/1426_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1426_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1426_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1426_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1426_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Almont Triangle North (AN),1425,2025-06-15,12:19:00,460,Cupressaceae-Juniperus scopulorum,./Shrub_FieldPhotographs.zip/1425_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1425_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1425_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1425_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1425_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Almont Triangle North (AN),1424,2025-06-15,11:51:00,196,Grossulariaceae-Ribes cereum,./Shrub_FieldPhotographs.zip/1424_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1424_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1424_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1424_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1424_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Almont Triangle North (AN),1423,2025-06-15,11:36:00,240,Salicaceae-Salix monticola,./Shrub_FieldPhotographs.zip/1423_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1423_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1423_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1423_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1423_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Almont Triangle North (AN),1422,2025-06-15,11:18:00,80,Cupressaceae-Juniperus communis,./Shrub_FieldPhotographs.zip/1422_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1422_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1422_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1422_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1422_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Almont Triangle North (AN),1421,2025-06-15,11:01:00,187,Rosaceae-Amelanchier alnifolia,./Shrub_FieldPhotographs.zip/1421_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1421_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1421_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1421_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1421_Shrub_Landscape_FacingWest.jpg,Not good for soil
shrub,ALMO: Almont Triangle North (AN),1417,2025-06-15,10:41:00,510,Cupressaceae-Juniperus scopulorum,./Shrub_FieldPhotographs.zip/1417_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1417_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1417_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1417_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1417_Shrub_Landscape_FacingWest.jpg,Not good for soil sample
shrub,ALMO: Almont Triangle North (AN),1420,2025-06-15,10:19:00,172,Sapindaceae-Acer glabrum,./Shrub_FieldPhotographs.zip/1420_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1420_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1420_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1420_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1420_Shrub_Landscape_FacingWest.jpg,All rock no soil
shrub,ALMO: Almont Triangle North (AN),1419,2025-06-15,10:06:00,78,Rosaceae-Purshia tridentata,./Shrub_FieldPhotographs.zip/1419_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1419_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1419_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1419_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1419_Shrub_Landscape_FacingWest.jpg,Not good for soil too rocky
shrub,ALMO: Almont Triangle North (AN),1418,2025-06-15,9:46:00,154,Rosaceae-Amelanchier alnifolia,./Shrub_FieldPhotographs.zip/1418_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1418_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1418_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1418_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1418_Shrub_Landscape_FacingWest.jpg,Small rocks not ideal for soil core
shrub,ALMO: Almont Triangle South (AS),1408,2025-06-14,12:07:00,220,Rosaceae-Amelanchier alnifolia,./Shrub_FieldPhotographs.zip/1408_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1408_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1408_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1408_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1408_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Almont Triangle South (AS),1410,2025-06-14,11:46:00,182,Cupressaceae-Juniperus scopulorum,./Shrub_FieldPhotographs.zip/1410_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1410_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1410_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1410_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1410_Shrub_Landscape_FacingWest.jpg,We know species just not in form
shrub,ALMO: Almont Triangle South (AS),1411,2025-06-14,11:40:00,212,Cupressaceae-Juniperus scopulorum,./Shrub_FieldPhotographs.zip/1411_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1411_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1411_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1411_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1411_Shrub_Landscape_FacingWest.jpg,We know species just not in form
shrub,ALMO: Almont Triangle South (AS),1407,2025-06-14,11:24:00,102,Cupressaceae-Juniperus communis,./Shrub_FieldPhotographs.zip/1407_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1407_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1407_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1407_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1407_Shrub_Landscape_FacingWest.jpg,We know species just not in form
shrub,ALMO: Almont Triangle South (AS),1409,2025-06-14,11:06:00,225,Rosaceae-Amelanchier alnifolia,./Shrub_FieldPhotographs.zip/1409_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1409_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1409_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1409_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1409_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Almont Triangle South (AS),1414,2025-06-14,10:50:00,123,Grossulariaceae-Ribes cereum,./Shrub_FieldPhotographs.zip/1414_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1414_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1414_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1414_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1414_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Almont Triangle South (AS),1415,2025-06-14,10:21:00,125,Cupressaceae-Juniperus communis,./Shrub_FieldPhotographs.zip/1415_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1415_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1415_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1415_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1415_Shrub_Landscape_FacingWest.jpg,Know species - juniperus horizontalis
shrub,ALMO: Almont Triangle South (AS),1413,2025-06-14,9:57:00,108,Rosaceae-Amelanchier alnifolia,./Shrub_FieldPhotographs.zip/1413_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1413_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1413_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1413_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1413_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Almont Triangle South (AS),1416,2025-06-14,9:40:00,189,Rosaceae-Amelanchier alnifolia,./Shrub_FieldPhotographs.zip/1416_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1416_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1416_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1416_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1416_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Almont Triangle South (AS),1412,2025-06-14,9:22:00,183,Rosaceae-Amelanchier alnifolia,./Shrub_FieldPhotographs.zip/1412_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1412_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1412_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1412_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1412_Shrub_Landscape_FacingWest.jpg,NA
